TAZID,AreaTAZ,WalkBuff,AreaPrem,WalkPrem
1620,406680.95999999007,1,154106.42648233863,38.0
1621,148193.09499993717,1,148193.09499993714,100.0
1622,373045.55000009586,1,8728.852807070652,2.0
1623,330169.98499987595,1,84086.0318877912,25.0
1626,414384.4700000497,1,49999.692733535754,12.0
1627,417452.6332505748,1,268285.0459086777,64.0
1628,218455.04604522866,1,69900.0914706361,32.0
1632,442255.4799204886,1,83980.9973828885,19.0
1633,282739.1988090809,1,277184.90079992305,98.0
1634,493736.64992639364,1,447431.9092293896,91.0
1641,267401.8403871306,1,9123.418014935038,3.0
1642,185994.3895202275,1,3438.9641192336485,2.0
1643,1153961.7805726612,1,90434.70802145543,8.0
1656,462635.4499996415,1,3315.5597270467474,1.0
1657,210258.69999988592,1,90764.13274239538,43.0
1658,204047.84499992582,1,121604.33693338835,60.0
1659,809098.072423383,1,327415.27137336694,40.0
1667,382357.29000019433,1,32188.024641284184,8.0
1668,373323.66373738484,1,355017.72086540965,95.0
1669,560279.8347595676,1,363119.911714639,65.0
1725,1294268.6150000286,1,9868.606428476505,1.0
1726,1309756.5336087383,1,106990.20884479818,8.0
1727,1181759.5875925135,1,357556.3464632477,30.0
1739,640166.3599997059,1,179807.223627762,28.0
1740,675001.2415500282,1,325647.83133057936,48.0
1741,1094289.442856907,1,437484.60339942237,40.0
1742,840243.9777634762,1,282665.92103153537,34.0
1743,594813.6541282985,1,239330.0783983739,40.0
1744,355906.07998034585,1,355906.07998034585,100.0
1745,1237119.0685064837,1,522728.36683673447,42.0
1751,727382.6850003962,1,72359.87003023167,10.0
1752,548419.5840402616,1,402743.37762341957,73.0
1753,787372.9565916335,1,118015.65368048474,15.0
1754,1021012.9772573392,1,506497.1633276844,50.0
1760,637332.8472835049,1,462627.58805324615,73.0
1761,866075.8027620051,1,393392.653401705,45.0
1762,569864.7400000014,1,28584.437677675443,5.0
1770,1584904.0418498786,1,520180.170943051,33.0
1771,951463.555688929,1,322761.4671796816,34.0
1772,459539.2887377561,1,286631.5690974615,62.0
1773,817041.7260156092,1,198604.97936916436,24.0
1774,395034.7715000884,1,13116.27007883411,3.0
1782,976607.4938843888,1,91044.12191071274,9.0
1784,281498.0618907187,1,203574.771429933,72.0
1785,737351.2376380087,1,494252.6739360806,67.0
1786,523644.79500020156,1,62800.355684908835,12.0
1789,561200.3949999072,1,88907.66991925606,16.0
1790,305379.3525000627,1,227108.42619814014,74.0
1791,307274.1387792141,1,178433.85786059397,58.0
1792,460549.3907878524,1,232181.74507218902,50.0
1797,310853.4490534092,1,248583.2632699044,80.0
1798,202831.56282491042,1,202831.56282491036,100.0
1799,257031.7445926804,1,227326.32788647836,88.0
1800,559875.7549154405,1,381366.2084084196,68.0
1801,774838.6730587505,1,558482.8440265565,72.0
1802,560510.3680893204,1,543760.9433485883,97.0
1803,580981.1588622173,1,7268.984665335033,1.0
1808,740363.7704240513,1,213243.26664858597,29.0
1811,406029.08011468314,1,143725.77864189458,35.0
1812,280901.49162124866,1,280901.4916212486,100.0
1813,418235.8978188088,1,158823.343586902,38.0
1814,568744.9745331511,1,240279.0549969754,42.0
1816,589341.146183816,1,7006.376424393792,1.0
1817,348110.05100882216,1,66332.60494907992,19.0
1818,191928.22100016134,1,17625.039972713475,9.0
1819,261913.61000004676,1,103.07221236417237,0.0
1855,286254.9672499733,1,29936.46702306073,10.0
1863,295795.15500021074,1,98179.55685606624,33.0
1864,321539.951449948,1,48130.123689915905,15.0
1865,485212.2104457836,1,15525.419795450529,3.0
1872,628954.5449999798,1,146581.4544755944,23.0
1873,332835.9913089405,1,332835.9913089405,100.0
1874,282003.7637049806,1,281911.7233531751,100.0
1875,310680.5155203913,1,310680.5155203914,100.0
1876,187771.84431472028,1,187771.84431472037,100.0
1877,523521.02677667746,1,179312.8679887908,34.0
1878,669249.0399999362,1,177124.9158702855,26.0
1887,407289.07737669663,1,72209.70565187298,18.0
1888,467284.3260136835,1,442414.955850137,95.0
1889,279567.08854308515,1,279204.07613935985,100.0
1890,676956.889999983,1,155142.38613280692,23.0
1897,531530.0748489889,1,41256.06226540093,8.0
1898,326162.2417550214,1,314572.7503656036,96.0
1899,491991.77386034356,1,305039.0143996903,62.0
1908,431687.0638483341,1,176275.96448510484,41.0
1909,604152.2236982234,1,40766.221105355966,7.0
1910,979983.8626503263,1,150625.80872983253,15.0
1918,403339.1800001544,1,275677.4350330846,68.0
1919,444044.58500017243,1,26765.75149723214,6.0
1929,800523.8758657952,1,329172.93777386815,41.0
1930,476300.26993418316,1,396804.8275092759,83.0
1931,643281.0431814952,1,46996.7094652583,7.0
1937,391917.4079965817,1,82170.0350010801,21.0
1938,1293950.4851355199,1,82254.11763567558,6.0
1944,467004.53590018884,1,135556.12228050645,29.0
1945,1390519.2749999799,1,320126.70926587644,23.0
1966,941751.3736502882,1,601185.895547983,64.0
1967,1264777.6961807753,1,517298.12298900395,41.0
1972,655001.4799997305,1,348719.6620698571,53.0
1973,430688.77627836884,1,375460.15194487444,87.0
1975,866594.1594026458,1,164899.1615457075,19.0
1988,704230.1900001335,1,57396.48271678827,8.0
1989,769678.8649996229,1,55005.365690584316,7.0
1995,561369.7196504206,1,43223.46146549193,8.0
1996,853886.3723295401,1,260142.44530533423,30.0
2009,511734.8583433137,1,215353.7886959794,42.0
2010,264925.0146168933,1,207135.11650769628,78.0
2011,583444.260000061,1,240579.75039344263,41.0
2021,304606.18693440605,1,290074.1333726019,95.0
2028,1392672.8449996721,1,86494.48591931266,6.0
2105,828816.643855875,1,115317.83978598575,14.0
2106,390689.0395518329,1,326108.64727777353,83.0
2107,323603.5646762314,1,323603.5646762312,100.0
2109,1086528.3240496912,1,383939.5216130221,35.0
2110,732697.6253463688,1,532331.0407114016,73.0
2112,277468.84000044427,1,111179.67356560985,40.0
2113,357198.524989523,1,344576.8306490182,96.0
2114,246005.8166025968,1,38850.43712219621,16.0
2117,2019037.865995824,1,644051.5180634712,32.0
2118,877937.9887972468,1,274782.13801743754,31.0
2122,500244.69196121907,1,174187.28141396458,35.0
2123,679617.5642091611,1,517589.65171303635,76.0
2124,1119058.198172303,1,582.023846922938,0.0
2125,175625.22389266602,1,3352.55617802918,2.0
2127,695991.6413079946,1,377607.0810211729,54.0
2128,643582.2299998137,1,3338.9905785750375,1.0
2200,60898515.24218101,1,34407.88644665983,0.0
362,492955.76308752096,1,57571.26411770487,12.0
367,471339.84893854056,1,247915.31000350442,53.0
368,202573.40882601828,1,165455.9495566462,82.0
369,108880.87302670478,1,108880.87302670478,100.0
370,106486.18630277886,1,42457.88050874408,40.0
371,109360.4399998973,1,106252.26431849583,97.0
372,107043.88499982387,1,12533.834126420583,12.0
373,109763.99499979443,1,49309.44708990814,45.0
375,109892.7750000948,1,37794.65505686691,34.0
377,324789.98500016524,1,280662.4210627518,86.0
378,324242.449999795,1,56879.19786164827,18.0
379,431760.8099998678,1,431760.8099998677,100.0
380,430089.28500023467,1,153636.97197022356,36.0
381,429627.7900002157,1,272046.9713021843,63.0
387,1400394.4900000244,1,433.4635223798523,0.0
388,1419399.5253003044,1,462358.8151205889,33.0
389,138189.49500005462,1,138189.49500005465,100.0
390,152096.10952502294,1,152096.10952502297,100.0
391,109675.87999991652,1,109675.8799999165,100.0
392,108444.24499997878,1,108444.24499997875,100.0
393,109983.04500003794,1,109983.04500003794,100.0
394,109859.3350001092,1,109859.3350001092,100.0
395,110131.17000021983,1,110131.17000021983,100.0
396,110839.85999997809,1,110839.85999997809,100.0
397,325978.95999992645,1,325978.95999992645,100.0
398,325780.46000002185,1,325780.46000002185,100.0
399,432654.7700001928,1,432654.7700001927,100.0
400,432668.22999978875,1,432668.2299997887,100.0
401,431961.1780306501,1,296407.5376035961,69.0
402,430743.0849999488,1,293741.9510257825,68.0
409,333164.0499999102,1,105608.8656016225,32.0
411,215867.66500020778,1,81200.84710234968,38.0
413,110005.40999973271,1,40428.50768650428,37.0
414,109795.25500000015,1,39044.10902973507,36.0
416,323150.12499989,1,110669.4093069485,34.0
417,324183.86999999447,1,263345.3762420108,81.0
418,429603.99642746535,1,339459.62640257383,79.0
419,428887.881285132,1,391821.1876906631,91.0
420,271373.4123223463,1,203216.89502532996,75.0
421,950084.7862957424,1,90517.80711524351,10.0
432,670666.4869999252,1,581256.4743710118,87.0
433,857293.5836620474,1,769233.8192822251,90.0
436,548621.5041376633,1,376312.9566915857,69.0
437,1280998.168716658,1,1036629.3571627531,81.0
438,792170.5540018858,1,87324.01478161616,11.0
439,369002.4370074608,1,319184.93621239683,86.0
440,512962.7449998766,1,512962.74499987654,100.0
441,881515.3475252622,1,392532.93500396505,45.0
442,392782.7300001423,1,392782.73000014224,100.0
443,1153865.1599997892,1,649719.7586165941,56.0
446,936297.1900004785,1,324204.13554164255,35.0
497,814086.926505141,1,353686.27077359613,43.0
498,764263.8898590502,1,71632.67472632177,9.0
500,984657.0254569422,1,356561.2578353822,36.0
501,562217.6984680642,1,87842.08179655776,16.0
502,992414.2132943948,1,430057.4425488024,43.0
511,598666.1297116383,1,28456.123520855013,5.0
512,400004.66841492354,1,305842.37502957653,76.0
518,327865.3800000395,1,14533.590483017293,4.0
519,320182.88500001974,1,204363.20983563416,64.0
534,678673.8481269308,1,137236.994019187,20.0
537,1315510.7050002536,1,609347.4347923992,46.0
561,562053.285000552,1,63710.941015944976,11.0
563,671392.675000054,1,44721.94424525629,7.0
564,670476.4299995571,1,28772.839357877496,4.0
566,652872.2550002863,1,116276.6303352085,18.0
568,1506398.7999999227,1,90922.15637963319,6.0
569,648653.1249997842,1,475347.42027265555,73.0
570,817417.5300002332,1,292945.43929949956,36.0
572,1526865.4599998994,1,2793.565774214641,0.0
2724,1028898.6222026794,1,121847.72678050403,12.0
2725,673081.7505926298,1,258044.0682510304,38.0
2627,355751.3532971037,1,3726.1018796612116,1.0
2606,134440.14224994395,1,133000.37780104866,99.0
2856,604045.2019575449,1,44834.8520043252,7.0
2790,417051.823910502,1,79697.06640702451,19.0
2791,328599.46390987403,1,276291.9419826572,84.0
2792,646653.7017842982,1,453473.8507913551,70.0
2593,918662.3355243931,1,141696.64406371833,15.0
2594,513405.95910666604,1,28906.989545651384,6.0
2603,480403.3715991414,1,171707.09794619924,36.0
2602,88894.16682444929,1,76728.33171526989,86.0
2605,125767.26567080473,1,125767.26567080477,100.0
2597,1256164.5528991243,1,449669.4812549608,36.0
2702,619305.4894811587,1,225033.94565860857,36.0
2729,327089.34669344354,1,110347.87639695295,34.0
2728,388625.7775341057,1,388625.7775341057,100.0
2726,1206137.8581865237,1,32952.10170481985,3.0
2700,257278.9828753064,1,86462.91448929107,34.0
2807,598053.7631524028,1,35841.72170562802,6.0
2809,435268.3661082456,1,184731.71986684474,42.0
2855,575535.3732734378,1,145795.22537824468,25.0
2882,569244.5672627592,1,569133.54396467,100.0
2877,592977.2012644903,1,36001.2941110619,6.0
2878,515127.3928168056,1,161891.5722717199,31.0
2853,391987.4189001407,1,212589.38510133393,54.0
2854,173915.52679977298,1,24432.108910754272,14.0
2850,151614.94344589283,1,151614.9434458928,100.0
2852,648782.5087156707,1,333620.1140160968,51.0
2851,159165.9582995669,1,158611.96402661945,100.0
2866,311868.3927761753,1,76224.81403238131,24.0
2865,296338.09604893887,1,296338.0960489389,100.0
2868,1218622.025200359,1,157847.19261513668,13.0
2890,575573.0419942,1,472641.2756519223,82.0
2891,119252.24006417522,1,119252.24006417525,100.0
2892,108405.35180039506,1,108405.35180039504,100.0
2893,212712.94260370216,1,211377.29067778352,99.0
2885,636858.9913635935,1,344983.46667355706,54.0
2889,402902.2277731376,1,269526.53195429203,67.0
2884,718392.5256766056,1,6018.021440285451,1.0
2886,638753.6652376209,1,1886.5266271180694,0.0
2894,350400.48545008496,1,334489.12506386597,95.0
2899,1350446.2626253862,1,72477.17446769756,5.0
2936,372470.9425315958,1,214792.50752754995,58.0
2935,369267.10642666183,1,364475.2448494329,99.0
2932,392375.16580011504,1,208095.53854338368,53.0
2933,270570.676918899,1,244536.42146377737,90.0
2928,223343.0367498725,1,7308.020446631549,3.0
2887,384098.6670621784,1,448.96020369841415,0.0
2934,217049.18874923917,1,166123.21111270948,77.0
2930,355154.07023838477,1,13542.565461755372,4.0
2940,314614.82399986096,1,233601.63242621114,74.0
2941,669031.3746002472,1,530419.8425602667,79.0
2931,187585.5475002049,1,26618.53455016076,14.0
2938,121038.72810017518,1,99736.66063360967,82.0
2937,146685.55069981705,1,72830.01164441268,50.0
2944,504172.8414534002,1,265275.68879674986,53.0
2939,1367927.303102763,1,1303716.1204827474,95.0
2990,132529.60603040276,1,132529.6060304028,100.0
2992,218044.06005145935,1,218044.0600514594,100.0
2993,146999.07659994578,1,146999.07659994578,100.0
2942,871981.7661999671,1,274234.6570597014,31.0
2994,303957.1562500227,1,105192.71159002223,35.0
2988,191814.7151496951,1,133108.11928808823,69.0
2989,125961.98559996487,1,44076.33575628353,35.0
2986,131801.20169988365,1,131801.20169988365,100.0
2980,90316.2330499973,1,90316.23304999729,100.0
2981,88176.51219978153,1,88176.51219978154,100.0
2971,196518.1378502079,1,144586.74005451176,74.0
2976,129818.07470008956,1,129818.07470008954,100.0
2972,132063.0529998509,1,132063.05299985086,100.0
2968,90643.86714259768,1,90643.86714259766,100.0
3008,134545.82984137873,1,134545.82984137873,100.0
3003,258700.13385107575,1,13067.061357724653,5.0
3001,135664.01806036424,1,135664.01806036424,100.0
3005,131821.53804688517,1,131821.53804688517,100.0
3004,195619.70369910466,1,184758.6445421369,94.0
2996,225785.2994658706,1,155322.5268131598,69.0
2999,301501.1141582569,1,23706.15347041087,8.0
2957,1024617.7641796365,1,25846.484913854172,3.0
2958,474093.72032391827,1,222502.03377444483,47.0
2998,255379.59457774978,1,255379.59457774973,100.0
3014,134088.56134999183,1,134088.56134999185,100.0
3015,131373.84035004512,1,130352.7875762252,99.0
3016,195838.38469990043,1,9966.486084412323,5.0
3013,243832.98034641324,1,14937.166488240338,6.0
3021,243972.15380525863,1,202905.33380872587,83.0
3022,825853.2321483403,1,372391.74679457775,45.0
3019,399289.54452694807,1,399289.544526948,100.0
3523,428516438.5364903,1,171220.78220609046,0.0
2888,387962.3816000491,1,122236.9380781627,32.0
2607,260545.45191777663,1,168577.43780332155,65.0
2810,418496.510999621,1,3466.2123074248266,1.0
2982,130927.2017502115,1,9565.982696875333,7.0
2978,317788.9593566194,1,47487.70901088713,15.0
2979,203637.20934981309,1,96379.19986665931,47.0
2975,195201.0217000357,1,142516.913176649,73.0
2967,134581.86434982787,1,98056.21383901403,73.0
3007,200102.77081592035,1,139902.0511357832,70.0
3000,194877.61140870253,1,192768.45184318515,99.0
2997,255724.31928386568,1,255724.31928386568,100.0
3011,131335.19688217284,1,131335.19688217284,100.0
3009,265713.04432285693,1,188023.14016945116,71.0
2793,497115.8670325872,1,10093.60496874751,2.0
2808,436780.0042726614,1,256183.60965094224,59.0
3017,1179522.2819744665,1,417079.91138362495,35.0
2879,330736.8909667208,1,69134.40211313298,21.0
3020,197786.468373664,1,197786.468373664,100.0
2727,356483.18280730775,1,76465.31686534252,21.0
2987,128644.49690020694,1,128644.49690020694,100.0
2991,126575.18241213058,1,126575.18241213057,100.0
3012,129063.37890022543,1,128533.24618632809,100.0
2881,279390.0670402097,1,40451.647112670806,14.0
2867,281000.29920901975,1,111268.33257048066,40.0
2849,344714.5269354082,1,161096.84705190954,47.0
2848,1076844.1297564553,1,998383.2524182127,93.0
